stratum,class,comment,Intent,Responsibilities,Collaborators,Keymessages,Keyimplementationpoints,Classreferences,Example
1,TSpartaStrokeOptions,"i define an api of stroke options object.
stroke options are used in stroking operations.",,"i define an api of stroke options object.
stroke options are used in stroking operations.",,"i define an api of stroke options object.
stroke options are used in stroking operations.",,,
1,TSpFontDescriptor,"i am a helper trait that defines basic font properties such as weight, style and stretch",i am a helper trait,"that defines basic font properties such as weight, style and stretch",,,,,
1,TSpTextRun,"i define an api of a text run an object that holds an array of glyphs that represent a piece of text.

note that textrun is optimised for the case of simple ascii string all chars are 8 bit , simple multilanguage string all chars are 16 bit and complex scripts characters have various length of 8 32 bits .

users should never instantiate textrun directly, instead ask textpainter to do the necessary job it is needed to support backend specific text runs",an object that holds an array of glyphs that represent a piece of text.,i define an api of a text run,,,"note that textrun is optimised for the case of simple ascii string all chars are 8 bit , simple multilanguage string all chars are 16 bit and complex scripts characters have various length of 8 32 bits .",,
1,XdDocumentsExamples,"how to create base64 string

adocument anxdfile
adocument gt2documentexamples new documentwithexistingclass.
anxdfile adocument savetoxdoc.
znbase64encoder new
breaklines
encode anxdfile streamingstrategy bytes",,,,,,,"how to create base64 string

adocument anxdfile
adocument gt2documentexamples new documentwithexistingclass.
anxdfile adocument savetoxdoc.
znbase64encoder new
breaklines
encode anxdfile streamingstrategy bytes"
2,FameOppositeClassNotExistRule,check if the opposite class declared in a pragma #mseproperty type opposite is defined.,,check if the opposite class declared in a pragma #mseproperty type opposite is defined.,,,,,
2,FAMIXAnnotationTypeGroup,famixannotationtypegroup is a moosegroup containing only famix enities of type famixannotationtype.,famixannotationtypegroup is a moosegroup containing only famix enities of type famixannotationtype.,famixannotationtypegroup is a moosegroup containing only famix enities of type famixannotationtype.,,,,"moosegroup
famixannotationtype.",
2,FamixGenerator,"g
g famixgenerator new.
g generatewithoutcleaning.
famixcompatibilitygenerator resetmetamodel.",,,,,,,"g
g famixgenerator new.
g generatewithoutcleaning.
famixcompatibilitygenerator resetmetamodel."
2,FamixJavaEntity,"file argouml 034.mse asfilereference readstream.

dictionary dictionary newfrom
famixjavaentity withallsubclasses collect c
cn c name withoutprefix #famixjava.
famix. , cn famixjava entities. , cn .

dictionary at famix.javasourcelanguage put famixjava entities.sourcelanguage .

repo moosemodel importfrom file withmetamodel famixjavagenerator metamodel translationdictionary dictionary.

model moosemodel new.
model silentlyaddall repo elements.
model entitystorage forruntime.
model.",,,,,,,"file argouml 034.mse asfilereference readstream.

dictionary dictionary newfrom
famixjavaentity withallsubclasses collect c
cn c name withoutprefix #famixjava.
famix. , cn famixjava entities. , cn .

dictionary at famix.javasourcelanguage put famixjava entities.sourcelanguage .

repo moosemodel importfrom file withmetamodel famixjavagenerator metamodel translationdictionary dictionary.

model moosemodel new.
model silentlyaddall repo elements.
model entitystorage forruntime.
model."
2,FAMIXNamespaceGroup,famixnamespacegroup is a moosegroup containing only famix enities of type famixnamespace.,famixnamespacegroup is a moosegroup,containing only famix enities of type famixnamespace.,containing only famix enities of type famixnamespace.,,,famixnamespace,
2,FamixTDereferencedInvocation,"represents an invocation which function is contained in a pointer.

the function itself is typically unknown referenced by the pointer .

it has a referencer which is the pointer variable",represents an invocation which function is contained in a pointer.,the function itself is typically unknown referenced by the pointer .it has a referencer which is the pointer variable,,,,,
2,FamixTPackage,"famixpackage represents a package in the source language, meaning that it provides a means to group entities without any baring on lexical scoping.

java extractors map java packages to famixnamespaces. they can also mirror the same information in terms of famixpackage instances.","famixpackage represents a package in the source language,",meaning that it provides a means to group entities without any baring on lexical scoping.,,,java extractors map java packages to famixnamespaces. they can also mirror the same information in terms of famixpackage instances.,"famixnamespaces
famixpackage",
2,FamixTParameterType,"parametertype represents the symbolic type used in parameterizable classes. this is a famixtype.

example
public class aclass a,b,c


where aclass is a parameterizableclass. a, b and c are parametertype of aclass.",parametertype represents the symbolic type used in parameterizable classes. this is a famixtype.,,,,,,"example
public class aclass a,b,c


where aclass is a parameterizableclass. a, b and c are parametertype of aclass."
2,FamixTTrait,famixtrait models a trait as it can be found in pharo or php.,,famixtrait models a trait as it can be found in pharo or php.,famixtrait models a trait as it can be found in pharo or php.,,,,
2,FMFutureProperty,"description

i represent a property of the object currently been imported while it is not yet imported.

i will be useful until all my values are resolved. each time a value is resolved i ll check if i can be resolved. in that case, i ll push my values in real property.

internal representation and key implementation points.

instance variables
parentclass afmfutureentity the entity owning the property.
values acollection the values of the property. those values can contain dangling references while everything is not imported yet.","description

i represent a property of the object currently been imported while it is not yet imported.","i represent a property of the object currently been imported while it is not yet imported.

i will be useful until all my values are resolved. each time a value is resolved i ll check if i can be resolved. in that case, i ll push my values in real property.",,,,,
2,FMModel,"description

i am a model used in the scope of fame.

i contains real instances of a class representing a concept in the current metamodel. this class is described by an entity of my meta model.

i have a meta model containing descriptions of my content. a fmmodel has a fmmetamodel as meta model which has a fmmetametamodel has metamodel.

for example, in the smalltalk metamodel of famix, if we want to represent the point class we will have
a fmmodel containing an instance of famixstclass representing the point class.
a fmmetamodel containing instances of fm3elements describing famixstclass.
a fmmetametamodel containing instances of fm3element describing fm3 meta model package, class and property .

i include a system of caches in case my users want to store informations to speed up an application.

i will initialize myself with a new fmmetamodel but this one can be replaced by an existing one.

public api and key messages

#metadescriptionon allows one to get the meta description of an element.

examples

model
model fmmodel new.
model metamodel importstring fmheinekenexample metamodelmse.
model.

model fmmodel withmetamodel fmmetamodel fromstring fmheinekenexample metamodelmse .

internal representation and key implementation points.

instance variables
additionalproperties adictionary a cache used to store some informations about the model.
elements acollection all the entities of the model.
metamodel afmmetamodel the meta model describing my entities.","description

i am a model used in the scope of fame.",i contains real instances of a class representing a concept in the current metamodel.,"this class is described by an entity of my meta model.

i have a meta model containing descriptions of my content. a fmmodel has a fmmetamodel as meta model which has a fmmetametamodel has metamodel.","public api and key messages

#metadescriptionon allows one to get the meta description of an element.","i include a system of caches in case my users want to store informations to speed up an application.

i will initialize myself with a new fmmetamodel but this one can be replaced by an existing one.",fmmetamodel,"for example, in the smalltalk metamodel of famix, if we want to represent the point class we will have
a fmmodel containing an instance of famixstclass representing the point class.
a fmmetamodel containing instances of fm3elements describing famixstclass.
a fmmetametamodel containing instances of fm3element describing fm3 meta model package, class and property .
examples

model
model fmmodel new.
model metamodel importstring fmheinekenexample metamodelmse.
model.

model fmmodel withmetamodel fmmetamodel fromstring fmheinekenexample metamodelmse ."
2,FMMSEPrinter,"description

i am responsible of printing the mse format markup during a model export.

examples

printer
printer fmmseprinter onstring.
fmmetametamodel default exportwithprinter printer.
printer stream contents","description

i am responsible of printing the mse format markup during a model export.",,,,,,"examples

printer
printer fmmseprinter onstring.
fmmetametamodel default exportwithprinter printer.
printer stream contents"
2,FMOne,"description

i am a relation slot representing a property containing only one element.

examples

trait named #famixtmethod
slots #parenttype fmone type #famixtwithmethods opposite #methods
package famix traits method","description

i am a relation slot representing a property containing only one element.",,,,,,"examples

trait named #famixtmethod
slots #parenttype fmone type #famixtwithmethods opposite #methods
package famix traits method"
2,FMRelationSlot,"description

i am an abstract slot used to declare fame properties for a class.
the declared properties with my subclasses must have an opposite.

a relation slot will have
a name which is the name of the property
a type which is the type of the property
an inverse name which is the name of the opposite property.

my sublasses will define everything related to the cardinality of the relation side.

internal representation and key implementation points.

instance variables
inversename astring the name of the opposite slot.
inverseslot aslot
targetclass aclass","description

i am an abstract slot",used to declare fame properties for a class.,,,,,
2,FmxMBPrintVisitor,"i m a visitor for instances of #famixmetamodelgenerator and subclasses.

i just visit each node in the builder, and print it on the transcript.

see fmxmbvisitor to see how to use me.",i m a visitor for instances of #famixmetamodelgenerator and subclasses.,"i just visit each node in the builder, and print it on the transcript.",,,,fmxmbvisitor,
2,KGBForMetricsTestResource,i am a test resource building a famixstmodel with some of kgb packages used for metrics tests.,i am a test resource,building a famixstmodel with some of kgb packages used for metrics test,building a famixstmodel with some of kgb packages used for metrics test,,,famixstmodel,
2,LANInterface,"lan interface comments for testing purposes.

instance variables
addressee valueholder description of addressee
contents valueholder description of contents
devicenamemenu valuemodel description of devicenamemenu
nextnode valueholder description of nextnode
nodelist selectioninlist description of nodelist
nodename valueholder description of nodename
originator valueholder description of originator",lan interface comments for testing purposes.,lan interface comments for testing purposes.,,,,,
2,MalBreadthFirstSearchPath,"breadth first search bfs is an algorithm for traversing or searching tree or graph data structures. it starts at the tree root or some arbitrary node of a graph, sometimes referred to as a search key and explores the neighbor nodes first, before moving to the next level neighbours. source wikipedia",breadth first search bfs is an algorithm for traversing or searching tree or graph data structures.,"breadth first search bfs is an algorithm for traversing or searching tree or graph data structures. it starts at the tree root or some arbitrary node of a graph, sometimes referred to as a search key and explores the neighbor nodes first, before moving to the next level neighbours.",,,,,
2,MalDendrogramNode,"copyright c , 2004 2007 adrian kuhn. this class is part of hapax. hapax is distributed under bsd license, see package comment.","this class is part of hapax. hapax is distributed under bsd license, see package comment.",,"this class is part of hapax. hapax is distributed under bsd license, see package comment.",,,,
2,MalFormalContext,malformalcontext mammals2 computeconcepts,,,,,,,malformalcontext mammals2 computeconcepts
2,MalHgNode,"a malhgnode is a node inside a hierarchical graph. it knows the graph it belongs to, its children and its parent, on which level in the graph it resides and its outgoing ind incoming edges. one can also store arbitrary informaition as attributes to a node.

instance variables
attributes dictionary
children orderedcollection
higraph malhierarchicalgraph
incoming orderedcollection
level number
outgoing orderedcollection
parent malhgnode

attributes
dictionary to attach arbitrary information to a node

children
this nodes children. empty collection if the node is a leaf in the hierarchy.

higraph
the malhierarchicalgraph this node belongs to.

incoming
all incoming edges to this node.

level
the level this node is on in the hierachy where 0 is the top level root nodes . the larger the number, the deeper down in the hierarchy the node is located.

outgoing
all outgoing edges from this node.

parent
this nodes parent",a malhgnode is a node inside a hierarchical graph.,"it knows the graph it belongs to, its children and its parent, on which level in the graph it resides and its outgoing ind incoming edges. one can also store arbitrary informaition as attributes to a node.",,"attributes
dictionary to attach arbitrary information to a node

children
this nodes children. empty collection if the node is a leaf in the hierarchy.

higraph
the malhierarchicalgraph this node belongs to.

incoming
all incoming edges to this node.

level
the level this node is on in the hierachy where 0 is the top level root nodes . the larger the number, the deeper down in the hierarchy the node is located.

outgoing
all outgoing edges from this node.

parent
this nodes parent",,,
2,MalKruskal,"kruskal s algorithm is a greedy algorithm in graph theory that finds a minimum spanning tree for a connected weighted graph. this means it finds a subset of the edges that forms a tree that includes every vertex, where the total weight of all the edges in the tree is minimized. if the graph is not connected, then it finds a minimum spanning forest a minimum spanning tree for each connected component .

see https en.wikipedia.org wiki kruskal%27s algorithm",,"kruskal s algorithm is a greedy algorithm in graph theory that finds a minimum spanning tree for a connected weighted graph. this means it finds a subset of the edges that forms a tree that includes every vertex, where the total weight of all the edges in the tree is minimized. if the graph is not connected, then it finds a minimum spanning forest a minimum spanning tree for each connected component .",,,,,
2,MalLatticePatterns,"the class implements the identification of patterns in fca lattices. we can detect like horizontal decomposition with the algos in the class.

data fca context lattice
data # # #cat # #fourlegs #hair # #dog # #smart #fourlegs #hair # #dolphin # #smart #marine # #gibbon # #hair #smart #thumbed # #man # #smart #thumbed # #whale # #smart #marine .
fca malformalcontext new.
context fca with data using #first using #last.
mallatticepatterns on mallattice on context reportpatterns

for moose models

fca model treillis context
model moosemodel root allmodels second.
fca malformalcontext new.
context fca with model allmodelclasses using #yourself using cl cl methods collect m m name .
treillis mallattice on context .
transcript clear.
mallatticepatterns on treillis reportpatterns.
mallattice new viewlattice treillis .

smalltalk collection class hierarchy

fca model treillis context
treillis mallattice on malformalcontext classhierarchycollection .
mallatticepatterns on treillis reportmodules.",,the class implements the identification of patterns in fca lattices. we can detect like horizontal decomposition with the algos in the class.,,,,,"data fca context lattice
data # # #cat # #fourlegs #hair # #dog # #smart #fourlegs #hair # #dolphin # #smart #marine # #gibbon # #hair #smart #thumbed # #man # #smart #thumbed # #whale # #smart #marine .
fca malformalcontext new.
context fca with data using #first using #last.
mallatticepatterns on mallattice on context reportpatterns

for moose models

fca model treillis context
model moosemodel root allmodels second.
fca malformalcontext new.
context fca with model allmodelclasses using #yourself using cl cl methods collect m m name .
treillis mallattice on context .
transcript clear.
mallatticepatterns on treillis reportpatterns.
mallattice new viewlattice treillis .

smalltalk collection class hierarchy

fca model treillis context
treillis mallattice on malformalcontext classhierarchycollection .
mallatticepatterns on treillis reportmodules."
2,MalNodeWithPreviousAndNext,"a basic node able to host the model and to represent edges with no additional class.
edges are navigable in both way through the nextnodes and prevousnodes instances variables.",,a basic node able to host the model and to represent edges with no additional class.,,,,,
2,MalRowMatrix,"copyright c , 2004 2007 adrian kuhn. this class is part of hapax. hapax is distributed under bsd license, see package comment.","this class is part of hapax. hapax is distributed under bsd license, see package comment.",,"this class is part of hapax. hapax is distributed under bsd license, see package comment.",,,,
2,MalTerms,"terms subclasses bag with support for handling stopwords etc

example string
terms
terms terms new.
terms addstring string using camelcasescanner new.
terms withcounddo term count
term count .

copyright c , 2004 2007 adrian kuhn. this class is part of hapax. hapax is distributed under bsd license, see package comment.",terms subclasses bag with support for handling stopwords etc,terms subclasses bag with support for handling stopwords etc,"copyright c , 2004 2007 adrian kuhn. this class is part of hapax. hapax is distributed under bsd license, see package comment.",,,,example string terms terms terms new. terms addstring string using camelcasescanner new. terms withcounddo term count term count .
2,ManifestFamixPharoSmalltalkEntities,i store metadata for this package. these meta data are used by other tools such as the smalllintmanifestchecker and the critics browser,,i store metadata for this package.,these meta data are used by other tools such as the smalllintmanifestchecker and the critics browser,,,smalllintmanifestchecker,
2,ManifestMooseQuery,i store metadata for this package. these meta data are used by other tools such as the smalllintmanifestchecker and the critics browser,,i store metadata for this package.,these meta data are used by other tools such as the smalllintmanifestchecker and the critics browser,,,smalllintmanifestchecker,
2,MooseAbstractImporter,"i m the root for the new importer.
this way my subclasses share error logging and importercontext",i m the root for the new importer.,,,,,,
2,MooseCustomTask,"moosecustomtask is a task perform some computation specified as a block.

the main api is then

with ablock description adescription length anumber",moosecustomtask is a task perform some computation specified as a block.,,,"the main api is then

with ablock description adescription length anumber",,,
2,MooseEntity,"mooseentity is an abstract entity. entities should subclass this class.
any moose entity should answer its mooseid, its moosename and its moosemodel.

extension mechanism

the state instance variable provides a mechanism for extending the state of entities. this is achieved through mooseentitystate. using this mechanism, a package can extend an entity to add more state. this extension will only be visible when the package is loaded. this is an important mechanism to enable extensibility and modularity.

for example, if you have yourentity that subclasses mooseentity, you can extend it with

yourentity yourextendingattribute
^ self privatestate attributeat #yourextendingattribute
yourentity yourextendingattribute avalue
^ self privatestate attributeat #yourextendingattribute put avalue

see mooseentitystate for more information

meta descriptions

entities should also be meta described in terms of fame. this is achieved by means of pragmas

first, on the class side, you should have a method . for example, yourentity could have
yourentity class annotation
mseclass #yourentity super #mooseentity
package yourpackage
msecomment the yourentity smalltalk class has a correspondent yourentity meta entity in the fame world

the pragma mseproperty type must be placed in the getter method to denote a fame property. for example
yourentity yourextendingattribute
mseproperty #yourextendingattribute type #yourtype
msecomment this is an attribute extended in a different package
^ self privatestate attributeat #yourextendingattribute

important api

mooseid is an integer that uniquely identifies this entity within the entire moose environment.
it should not change nor be nil. it is generated automatically during the creation of the mooseentity.
moosemodel of an entity is must be an instance of moosemodel. it may be nil if the entity is not part of a model.
each entity belongs to one and only one model, if an entity has not yet been added to a model or if an entity has been removed from a model the moosemodel is undefined, that is it may be nil.
moosedescription returns the corresponding fm3metadescription instance
moosename returns a symbol that should qualify the current entity. it does not have to be unique",mooseentity is an abstract entity.,,,"any moose entity should answer its mooseid, its moosename and its moosemodel.

important api

mooseid is an integer that uniquely identifies this entity within the entire moose environment.
it should not change nor be nil. it is generated automatically during the creation of the mooseentity.
moosemodel of an entity is must be an instance of moosemodel. it may be nil if the entity is not part of a model.
each entity belongs to one and only one model, if an entity has not yet been added to a model or if an entity has been removed from a model the moosemodel is undefined, that is it may be nil.
moosedescription returns the corresponding fm3metadescription instance
moosename returns a symbol that should qualify the current entity. it does not have to be unique",,,"extension mechanism

the state instance variable provides a mechanism for extending the state of entities. this is achieved through mooseentitystate. using this mechanism, a package can extend an entity to add more state. this extension will only be visible when the package is loaded. this is an important mechanism to enable extensibility and modularity.

for example, if you have yourentity that subclasses mooseentity, you can extend it with

yourentity yourextendingattribute
^ self privatestate attributeat #yourextendingattribute
yourentity yourextendingattribute avalue
^ self privatestate attributeat #yourextendingattribute put avalue

see mooseentitystate for more information

meta descriptions

entities should also be meta described in terms of fame. this is achieved by means of pragmas

first, on the class side, you should have a method . for example, yourentity could have
yourentity class annotation
mseclass #yourentity super #mooseentity
package yourpackage
msecomment the yourentity smalltalk class has a correspondent yourentity meta entity in the fame world

the pragma mseproperty type must be placed in the getter method to denote a fame property. for example
yourentity yourextendingattribute
mseproperty #yourextendingattribute type #yourtype
msecomment this is an attribute extended in a different package
^ self privatestate attributeat #yourextendingattribute"
2,MooseSystemComplexityLocator,self openon moosemodel root allmodels last allmodelclasses,,,,,,,self openon moosemodel root allmodels last allmodelclasses
2,MooseVisualLocator,the moosevisuallocator is a simple template that offers a list of classes on the left hand side and some presentation on the right hand side. it is meant to be subclassed.,the moosevisuallocator is a simple template,that offers a list of classes on the left hand side and some presentation on the right hand side.,,,it is meant to be subclassed.,,
2,PackageBlueprintTestResource,i am a test resource building a famixstmodel with the package blueprint test resource entities.,i am a test resource building a famixstmodel with the package blueprint test resource entities.,i am a test resource building a famixstmodel with the package blueprint test resource entities.,i am a test resource building a famixstmodel with the package blueprint test resource entities.,,,famixstmodel,
2,TDependencyQueries,"description

this trait provides a common, paradigm agnostic vocabulary to query dependencies of software entities.

it includes some generic way to query an entity via its associations. the api offer the possibility to query an entity with three parameters
the direction of the navigation incoming outgoing in out
the kind of association famixacces, famixreference, all...
the scope of the query the receiver, the receiver and its children

the actual core of the algorithms are in moosequerycalculator class.

most of the generic methods takes a symbol to describe the direction. this symbol will be used to find a moosequeryabstactdirectionstrategy to configure a moosequerycalculator.

for more informations https moosequery.ferlicot.fr

public api and key messages

#query asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver and its children.
#querylocal asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver.
#queryall asymbol looks for the associations in the direction described by the symbol in the receiver and its children.

there is a lot of other generic queries. you can find all of them in the moose queries generic protocol.

examples

afamixclass query #in with famixinheritance.
will return a mooseincomingqueryresult containing the famixinheritance associations having afamixclass or its children as target

afamixmethod query #out with famixaccess.
will return a mooseoutgoingqueryresult containing the famixaccess associations having afamixmethod or its children as source

afamixclass querylocal #in with famixinheritance.
will return a mooseincomingqueryresult containing the famixinheritance associations having afamixclass as target

afamixmethod querylocal #out with famixaccess.
will return a mooseoutgoingqueryresult containing the famixaccess associations having afamixmethod as source

afamixclass queryall #in.
will return a mooseincomingqueryresult containing the famixassociation having afamixclass or its children as target

afamixmethod queryall #out.
will return a mooseoutgoingqueryresult containing the famixassociation having afamixmethod or its children as source

afamixclass queryalllocal #in.
will return a mooseincomingqueryresult containing the famixassociation having afamixclass as target

afamixmethod queryalllocal #out.
will return a mooseoutgoingqueryresult containing the famixassociation having afamixmethod as source",,"description

this trait provides a common, paradigm agnostic vocabulary to query dependencies of software entities.",the actual core of the algorithms are in moosequerycalculator class.,"it includes some generic way to query an entity via its associations. the api offer the possibility to query an entity with three parameters
the direction of the navigation incoming outgoing in out
the kind of association famixacces, famixreference, all...
the scope of the query the receiver, the receiver and its children
public api and key messages

#query asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver and its children.
#querylocal asymbol with afamixassociation looks for the associations of the kind afamixassociation in the direction described by the symbol in the receiver.
#queryall asymbol looks for the associations in the direction described by the symbol in the receiver and its children.",most of the generic methods takes a symbol to describe the direction. this symbol will be used to find a moosequeryabstactdirectionstrategy to configure a moosequerycalculator.,moosequerycalculator class.,"examples

afamixclass query #in with famixinheritance.
will return a mooseincomingqueryresult containing the famixinheritance associations having afamixclass or its children as target

afamixmethod query #out with famixaccess.
will return a mooseoutgoingqueryresult containing the famixaccess associations having afamixmethod or its children as source

afamixclass querylocal #in with famixinheritance.
will return a mooseincomingqueryresult containing the famixinheritance associations having afamixclass as target

afamixmethod querylocal #out with famixaccess.
will return a mooseoutgoingqueryresult containing the famixaccess associations having afamixmethod as source

afamixclass queryall #in.
will return a mooseincomingqueryresult containing the famixassociation having afamixclass or its children as target

afamixmethod queryall #out.
will return a mooseoutgoingqueryresult containing the famixassociation having afamixmethod or its children as source

afamixclass queryalllocal #in.
will return a mooseincomingqueryresult containing the famixassociation having afamixclass as target

afamixmethod queryalllocal #out.
will return a mooseoutgoingqueryresult containing the famixassociation having afamixmethod as source"
2,TOODependencyQueries,"a toodependencyqueries defines a vocabulary to compute dependencies of object oriented entities.

for more informations https moosequery.ferlicot.fr",,a toodependencyqueries defines a vocabulary to compute dependencies of object oriented entities.,,,,,
3,PPDebugParser,"a ppdebugparser is a parser that traces all the progress and returns special object that can be browsed to see how the parsing advanced over a time.

used by adding enabledebug before parsing.

instance variables
root result of root parser

root
xxxxx",a ppdebugparser is a parser,a ppdebugparser is a parser that traces all the progress and returns special object that can be browsed to see how the parsing advanced over a time.,used by adding enabledebug before parsing.,"root
xxxxx",,,
3,PPInfo,"a ppinfo represent the informations around a parsing result and also contain this result. it is usefull to get parsing evaluation and stream position.

instance variables
element object
start object
stop object

element
xxxxx

start
xxxxx

stop
xxxxx",a ppinfo represent the informations around a parsing result and also contain this result,it is usefull to get parsing evaluation and stream position.,,,,,
3,PPListPattern,"pplistpattern that is used to match any number of parsers. as its superclass, it cannot be used for actually parsing something.",,"pplistpattern that is used to match any number of parsers.as its superclass, it cannot be used for actually parsing something.",,,,,
3,PPLiteralParser,"abstract literal parser that parses some kind of literal type to be specified by subclasses .

instance variables
literal object the literal object to be parsed.
message string the error message to be generated.",abstract literal parser that parses some kind of literal type to be specified by subclasses .,,abstract literal parser that parses some kind of literal type to be specified by subclasses .,,,,
3,PPNonEmptyParser,"i return failure, if the delegate parser did not consumed any input.",,"i return failure, if the delegate parser did not consumed any input.",,,,,
3,PPParserReplaceRule,"ppparserreplacerule replaces a matched grammar with another grammar, which may include patterns from the matching grammar.

instance variables
replaceparser ppparser the parser to replace the matched parser with.",,"ppparserreplacerule replaces a matched grammar with another grammar, which may include patterns from the matching grammar.",,,,,
3,PPPluggableParser,"a pluggable parser that passes the parser stream into a block. this enables users to perform manual parsing or to embed other parser frameworks into petitparser.

instance variables
block blockclosure the pluggable one argument block.",a pluggable parser,that passes the parser stream into a block. this enables users to perform manual parsing or to embed other parser frameworks into petitparser.,this enables users to perform manual parsing or to embed other parser frameworks into petitparser.,,,petitparser.,
3,PPRelativePositionStream,"a pprelativepositionstream is a specialized stream to get the relative position according to another stream.

instance variables",a pprelativepositionstream is a specialized stream to get the relative position according to another stream.,a pprelativepositionstream is a specialized stream to get the relative position according to another stream.,,,,,
3,PPScriptingTest,"these are some simple demo scripts of parser combinators for the compiler construction course.
http www.iam.unibe.ch scg teaching cc index.html",these are some simple demo scripts of parser combinators,,,,,,
3,PPSea,"a ppisland allows for imprecise parsing. one can create it on a parser p by calling p island eg

p x, a island, y accepts following inputs
x.....a.....b
xab

yet fails on
x....a....c
xb
xac
x..b....a....b

the input represented by dots is called water and water can appear before and after the island. use it, if you don t want to define all the grammar rules and you want to skip something.

i am still an experiment, but if you know how to improve me, please contact jan kurs at kurs@iam.unibe.ch

instance variables
afterwaterparser object
awp object
beforewaterparser object
bwp object
context object
island object

afterwaterparser
xxxxx

awp
xxxxx

beforewaterparser
xxxxx

bwp
xxxxx

context
xxxxx

island
xxxxx",,a ppisland allows for imprecise parsing. one can create it on a parser p by calling p island eg,,"afterwaterparser
xxxxx

awp
xxxxx

beforewaterparser
xxxxx

bwp
xxxxx

context
xxxxx

island
xxxxx",,,"p x, a island, y accepts following inputs
x.....a.....b
xab

yet fails on
x....a....c
xb
xac
x..b....a....b

the input represented by dots is called water and water can appear before and after the island. use it, if you don t want to define all the grammar rules and you want to skip something.

i am still an experiment, but if you know how to improve me, please contact jan kurs at kurs@iam.unibe.ch"
3,PPXPathFilter,"i m a node filter.
a xpath node applies me to filter xml elements.",i m a node filter.,a xpath node applies me to filter xml elements.,,,,,
4,ChrysalPillarishConfiguration,i m a pillar specific class to manage code not generated for the configuration class. pillar code should not use me but my subclass.,i m a pillar specific class to manage code not generated for the configuration class.,i m a pillar specific class to manage code not generated for the configuration class.,,,,,
4,PRAbstractCommand,"i m an object managing configuration. i m usually invoked from a command line but not only.

my main entry point is

createconfiguration conffilename basedirectory basedirectory argdictionary arguments

when you type on the command line

pharo ui pillar.image pillar export to latex chapters chapter1 chapter1.pillar

you can obtain the same doing

prexportbuilder new
createconfiguration pillar.conf
basedirectory filesystem workingdirectory
argdictionary
inputfile filesystem workingdirectory chapters chapter1 chapter1.pillar .
defaultexporters latex
asdictionary
export",i m an object managing configuration.,i m usually invoked from a command line but not only.,,,,,"my main entry point is

createconfiguration conffilename basedirectory basedirectory argdictionary arguments

when you type on the command line

pharo ui pillar.image pillar export to latex chapters chapter1 chapter1.pillar

you can obtain the same doing

prexportbuilder new
createconfiguration pillar.conf
basedirectory filesystem workingdirectory
argdictionary
inputfile filesystem workingdirectory chapters chapter1 chapter1.pillar .
defaultexporters latex
asdictionary
export"
4,PRBashScriptLanguage,bash scripting language,bash scripting language,,,,,,
4,PRBookTesterVisitor,"i am a visitor specialized in visiting books and testing their code. therefore, i only redefine visitcodeblock and specify it with the different parameters the codelock may have.

i gather all results as prbooktestresult s in alltestsresults.

visitcodeblock uses executeandreport creating a prbooktestresult with the result of the evaluation of the codeblock.

checkandreportfilenamed starts the visit in a given file.

every codeblock can be specified with the following parameters implying a specialized visit
testcase the codeblock is an example defined as follows,
testcase true
stimuli result

methoddefinition the codeblock is a method definition defined as follows,
methoddefinition true
classname methodname
method body

classdefinition
classdefinition true
object subclass #yourclass
instancevariablenames iv1 iv2
classvariablenames
package yourpackage

evaluation
testcase true
stimuli result",i am a visitor specialized in visiting books and testing their code.,"therefore, i only redefine visitcodeblock and specify it with the different parameters the codelock may have.

i gather all results as prbooktestresult s in alltestsresults.",i am a visitor specialized in visiting books and testing their code.,"visitcodeblock uses executeandreport creating a prbooktestresult with the result of the evaluation of the codeblock.

checkandreportfilenamed starts the visit in a given file.",,prbooktestresult,
4,PRDocumentListAnnotation,"i am class representing a documentlistannotation.
i allow users to get abstracts of files located in a directory and specify a link to access these files.
i can choose the number of files to take and the way to sort them.
we can also choose they way abstracts will be represented by specifying templates. we ahave the possibility of giving multiple templates.
then abstracts will alternately change templates if you specified mutliple directories.

when no template file is specified, abstracts are generated as documentgroup containing different files elements.
with templates the annotation is remplaced by a raw document in html.
for templates values, you can not specify directories, only .mustache files. you have to specify complete path starting from the project directory.
also for the path, the complete path from the project directory.

doclist path blogs limit 3 sort date templates # templates docarticle.mustache templates template.mustache

doclist path wrongdirectory limit 3 sort date templates # templates docarticle.mustache templates template.mustache should raise an error",i am class representing a documentlistannotation.,"i allow users to get abstracts of files located in a directory and specify a link to access these files.
i can choose the number of files to take and the way to sort them.
we can also choose they way abstracts will be represented by specifying templates. we ahave the possibility of giving multiple templates.
then abstracts will alternately change templates if you specified mutliple directories.

when no template file is specified, abstracts are generated as documentgroup containing different files elements.
with templates the annotation is remplaced by a raw document in html.
for templates values, you can not specify directories, only .mustache files. you have to specify complete path starting from the project directory.",,,,,"also for the path, the complete path from the project directory.

doclist path blogs limit 3 sort date templates # templates docarticle.mustache templates template.mustache

doclist path wrongdirectory limit 3 sort date templates # templates docarticle.mustache templates template.mustache should raise an error"
4,PRFootnote,"i am a footnote, you can create me with

noted astring

it create a footnote with note specified in parameter.",i am a footnote,it create a footnote with note specified in parameter.,,,,,noted astring
