stratum,class,comment,Summary,Usage,Parameters,Expand,DevelopmentNotes
5,Markup,"a string that is ready to be safely inserted into an html or xml
document, either because it was escaped or because it was marked
safe.

passing an object to the constructor converts it to text and wraps
it to mark it safe without escaping. to escape the text, use the
meth escape class method instead.

markup hello, em world em !
markup hello, em world em !
markup 42
markup 42
markup.escape hello, em world em !
markup hello &lt em&gt world&lt em&gt !

this implements the html interface that some frameworks
use. passing an object that implements html will wrap the
output of that method, marking it safe.

class foo
def html self
return a href foo foo a

markup foo
markup a href foo foo a

this is a subclass of the text type str in python 3,
unicode in python 2 . it has the same methods as that type, but
all methods escape their arguments and return a markup instance.

markup em %s em % foo & bar
markup em foo &amp bar em
markup em hello em foo
markup em hello em &lt foo&gt","a string that is ready to be safely inserted into an html or xml
document, either because it was escaped or because it was marked
safe.","to escape the text, use the
meth escape class method instead.

markup hello, em world em !
markup hello, em world em !
markup 42
markup 42
markup.escape hello, em world em !
markup hello &lt em&gt world&lt em&gt !
this implements the html interface that some frameworks
use. passing an object that implements html will wrap the
output of that method, marking it safe.

class foo
def html self
return a href foo foo a

markup foo
markup a href foo foo a

this is a subclass of the text type str in python 3,
unicode in python 2 . it has the same methods as that type, but
all methods escape their arguments and return a markup instance.

markup em %s em % foo & bar
markup em foo &amp bar em
markup em hello em foo
markup em hello em &lt foo&gt","passing an object to the constructor converts it to text and wraps
it to mark it safe without escaping. to escape the text, use the
meth escape class method instead.","passing an object to the constructor converts it to text and wraps
it to mark it safe without escaping. to escape the text, use the
meth escape class method instead.","markup hello, em world em !
markup hello, em world em !
markup 42
markup 42
markup.escape hello, em world em !
markup hello &lt em&gt world&lt em&gt !
this implements the html interface that some frameworks
use. passing an object that implements html will wrap the
output of that method, marking it safe.

class foo
def html self
return a href foo foo a

markup foo
markup a href foo foo a

this is a subclass of the text type str in python 3,
unicode in python 2 . it has the same methods as that type, but
all methods escape their arguments and return a markup instance.

markup em %s em % foo & bar
markup em foo &amp bar em
markup em hello em foo
markup em hello em &lt foo&gt"
5,MemcachedBytecodeCache,"this class implements a bytecode cache that uses a memcache cache for
storing the information. it does not enforce a specific memcache library
tummy s memcache or cmemcache but will accept any class that provides
the minimal interface required.

libraries compatible with this class

werkzeug http werkzeug.pocoo.org .contrib.cache
python memcached https www.tummy.com community software python memcached
cmemcache http gijsbert.org cmemcache

unfortunately the django cache interface is not compatible because it
does not support storing binary data, only unicode. you can however pass
the underlying cache client to the bytecode cache which is available
as django.core.cache.cache. client .

the minimal interface for the client passed to the constructor is this

class minimalclientinterface

method set key, value , timeout

stores the bytecode in the cache. value is a string and
timeout the timeout of the key. if timeout is not provided
a default timeout or no timeout should be assumed, if it s
provided it s an integer with the number of seconds the cache
item should exist.

method get key

returns the value for the cache key. if the item does not
exist in the cache the return value must be none .

the other arguments to the constructor are the prefix for all keys that
is added before the actual cache key and the timeout for the bytecode in
the cache system. we recommend a high or no timeout.

this bytecode cache does not support clearing of used items in the cache.
the clear method is a no operation function.

versionadded 27
added support for ignoring memcache errors through the
ignore memcache errors parameter.","this class implements a bytecode cache that uses a memcache cache for
storing the information.","the minimal interface for the client passed to the constructor is this

class minimalclientinterface

method set key, value , timeout

stores the bytecode in the cache. value is a string and
timeout the timeout of the key. if timeout is not provided
a default timeout or no timeout should be assumed, if it s
provided it s an integer with the number of seconds the cache
item should exist.

method get key

returns the value for the cache key. if the item does not
exist in the cache the return value must be none .

the other arguments to the constructor are the prefix for all keys that
is added before the actual cache key and the timeout for the bytecode in
the cache system. we recommend a high or no timeout.",,"it does not enforce a specific memcache library
tummy s memcache or cmemcache but will accept any class that provides
the minimal interface required.",
5,MemoizedZipManifests,memoized zipfile manifests.,memoized zipfile manifests.,,,,
5,MetadataMissingError,a required metadata is missing,a required metadata is missing,,,,
5,MethodDispatcher,"dict with 2 special properties

on initiation, keys that are lists, sets or tuples are converted to
multiple keys so accessing any one of the items in the original
list like object returns the matching value

md methoddispatcher foo , bar baz
md foo baz

a default value which can be set through the default attribute.",dict with 2 special properties,a default value which can be set through the default attribute.,,"on initiation, keys that are lists, sets or tuples are converted to
multiple keys so accessing any one of the items in the original
list like object returns the matching value

md methoddispatcher foo , bar baz md foo baz
a default value which can be set through the default attribute.",
5,Module_six_moves_urllib_parse,lazy loading of moved objects in six.moves.urllib parse,lazy loading of moved objects in six.moves.urllib parse,,,,
5,Module_six_moves_urllib_request,lazy loading of moved objects in six.moves.urllib request,lazy loading of moved objects in six.moves.urllib request,,,,
5,Module_six_moves_urllib_response,lazy loading of moved objects in six.moves.urllib response,lazy loading of moved objects in six.moves.urllib response,,,,
5,Mul,multiplies the left with the right node.,multiplies the left with the right node.,,,,
5,NativeEnvironment,an environment that renders templates to native python types.,an environment that renders templates to native python types.,,,,
5,Node,represents an item in the tree,represents an item in the tree,,,,
5,NoMatch,a token that will never match.,a token that will never match.,,,,
5,NotAny,"lookahead to disallow matching with the given parse expression.
notany does not advance the parsing position within the
input string, it only verifies that the specified parse expression
does not match at the current position. also, notany does
not skip over leading whitespace. notany always returns
a null token list. may be constructed using the operator.

example

and, or, not map caselesskeyword, and or not .split

# take care not to mistake keywords for identifiers
ident and or not word alphas
boolean term optional not ident

# very crude boolean expression to support parenthesis groups and
# operation hierarchy, use infixnotation
boolean expr boolean term zeroormore and or boolean term

# integers that are followed by . are actually floats
integer word nums char .",lookahead to disallow matching with the given parse expression.,"notany always returns
a null token list. may be constructed using the operator.

example

and, or, not map caselesskeyword, and or not .split

# take care not to mistake keywords for identifiers
ident and or not word alphas
boolean term optional not ident

# very crude boolean expression to support parenthesis groups and
# operation hierarchy, use infixnotation
boolean expr boolean term zeroormore and or boolean term

# integers that are followed by . are actually floats
integer word nums char .",,"notany does not advance the parsing position within the
input string, it only verifies that the specified parse expression
does not match at the current position. also, notany does
not skip over leading whitespace.",
5,NotMyLock,"raised when an attempt is made to unlock a file someone else locked.

try
raise notmylock
except unlockerror
pass",raised when an attempt is made to unlock a file someone else locked.,"try
raise notmylock
except unlockerror
pass",,,
5,omdict,"ordered multivalue dictionary.

a multivalue dictionary is a dictionary that can store multiple values per
key. an ordered multivalue dictionary is a multivalue dictionary that
retains the order of insertions and deletions.

internally, items are stored in a doubly linked list, self. items. a
dictionary, self. map, is also maintained and stores an ordered list of
linked list node references, one for each value associated with that key.

standard dict methods interact with the first value associated with a given
key. this means that omdict retains method parity with dict, and a dict
object can be replaced with an omdict object and all interaction will
behave identically. all dict methods that retain parity with omdict are

get , setdefault , pop , popitem ,
clear , copy , update , fromkeys , len
getitem , setitem , delitem , contains ,
items , keys , values , iteritems , iterkeys , itervalues ,

optional parameters have been added to some dict methods, but because the
added parameters are optional, existing use remains unaffected. an optional
key parameter has been added to these methods

items , values , iteritems , itervalues

new methods have also been added to omdict. methods with list in their
name interact with lists of values, and methods with all in their name
interact with all items in the dictionary, including multiple items with
the same key.

the new omdict methods are

load , size , reverse ,
getlist , add , addlist , set , setlist , setdefaultlist ,
poplist , popvalue , popvalues , popitem , poplistitem ,
allitems , allkeys , allvalues , lists , listitems ,
iterallitems , iterallkeys , iterallvalues , iterlists ,
iterlistitems

explanations and examples of the new methods above can be found in the
function comments below and online at

https github.com gruns orderedmultidict

additional omdict information and documentation can also be found at the
above url.","ordered multivalue dictionary.

a multivalue dictionary is a dictionary that can store multiple values per
key. an ordered multivalue dictionary is a multivalue dictionary that
retains the order of insertions and deletions.","get , setdefault , pop , popitem ,
clear , copy , update , fromkeys , len
getitem , setitem , delitem , contains ,
items , keys , values , iteritems , iterkeys , itervalues ,

optional parameters have been added to some dict methods, but because the
added parameters are optional, existing use remains unaffected. an optional
key parameter has been added to these methods

items , values , iteritems , itervalues

new methods have also been added to omdict. methods with list in their
name interact with lists of values, and methods with all in their name
interact with all items in the dictionary, including multiple items with
the same key.

the new omdict methods are

load , size , reverse ,
getlist , add , addlist , set , setlist , setdefaultlist ,
poplist , popvalue , popvalues , popitem , poplistitem ,
allitems , allkeys , allvalues , lists , listitems ,
iterallitems , iterallkeys , iterallvalues , iterlists ,
iterlistitems",,"internally, items are stored in a doubly linked list, self. items. a
dictionary, self. map, is also maintained and stores an ordered list of
linked list node references, one for each value associated with that key.

standard dict methods interact with the first value associated with a given
key. this means that omdict retains method parity with dict, and a dict
object can be replaced with an omdict object and all interaction will
behave identically. all dict methods that retain parity with omdict are",
5,Option,"options are usually optional values on the command line and
have some extra features that arguments don t have.

all other parameters are passed onwards to the parameter constructor.

param show default controls if the default value should be shown on the
help page. normally, defaults are not shown. if this
value is a string, it shows the string instead of the
value. this is particularly useful for dynamic options.
param show envvar controls if an environment variable should be shown on
the help page. normally, environment variables
are not shown.
param prompt if set to true or a non empty string then the user will be
prompted for input. if set to true the prompt will be the
option name capitalized.
param confirmation prompt if set then the value will need to be confirmed
if it was prompted for.
param hide input if this is true then the input on the prompt will be
hidden from the user. this is useful for password
input.
param is flag forces this option to act as a flag. the default is
auto detection.
param flag value which value should be used for this flag if it s
enabled. this is set to a boolean automatically if
the option string contains a slash to mark two options.
param multiple if this is set to true then the argument is accepted
multiple times and recorded. this is similar to nargs
in how it works but supports arbitrary number of
arguments.
param count this flag makes an option increment an integer.
param allow from autoenv if this is enabled then the value of this
parameter will be pulled from an environment
variable in case a prefix is defined on the
context.
param help the help string.
param hidden hide this option from help outputs.","options are usually optional values on the command line and
have some extra features that arguments don t have.",all other parameters are passed onwards to the parameter constructor.,"param show default controls if the default value should be shown on the
help page. normally, defaults are not shown. if this
value is a string, it shows the string instead of the
value. this is particularly useful for dynamic options.
param show envvar controls if an environment variable should be shown on
the help page. normally, environment variables
are not shown.
param prompt if set to true or a non empty string then the user will be
prompted for input. if set to true the prompt will be the
option name capitalized.
param confirmation prompt if set then the value will need to be confirmed
if it was prompted for.
param hide input if this is true then the input on the prompt will be
hidden from the user. this is useful for password
input.
param is flag forces this option to act as a flag. the default is
auto detection.
param flag value which value should be used for this flag if it s
enabled. this is set to a boolean automatically if
the option string contains a slash to mark two options.
param multiple if this is set to true then the argument is accepted
multiple times and recorded. this is similar to nargs
in how it works but supports arbitrary number of
arguments.
param count this flag makes an option increment an integer.
param allow from autoenv if this is enabled then the value of this
parameter will be pulled from an environment
variable in case a prefix is defined on the
context.
param help the help string.
param hidden hide this option from help outputs.",,
5,PacifyFlushWrapper,"this wrapper is used to catch and suppress brokenpipeerrors resulting
from .flush being called on broken pipe during the shutdown final gc
of the python interpreter. notably .flush is always called on
sys.stdout and sys.stderr . so as to have minimal impact on any
other cleanup code, and the case where the underlying file is not a broken
pipe, all calls and attributes are proxied.","this wrapper is used to catch and suppress brokenpipeerrors resulting
from .flush being called on broken pipe during the shutdown final gc
of the python interpreter.",,,"this wrapper is used to catch and suppress brokenpipeerrors resulting
from .flush being called on broken pipe during the shutdown final gc
of the python interpreter.

notably .flush is always called on
sys.stdout and sys.stderr . so as to have minimal impact on any
other cleanup code, and the case where the underlying file is not a broken
pipe, all calls and attributes are proxied.",
5,PackageIndex,represents a package index and provides easier access to endpoints,represents a package index and provides easier access to endpoints,,,,
5,ParseError,"this error occurs when the parser encounters a syntax error
in the toml being parsed. the error references the line and
location within the line where the error was encountered.","this error occurs when the parser encounters a syntax error
in the toml being parsed.",,,the error references the line and location within the line where the error was encountered.,
5,ParseFatalException,"user throwable exception thrown when inconsistent parse content
is found stops all parsing immediately",,,,,"user throwable exception thrown when inconsistent parse content
is found stops all parsing immediately"
5,ParserElement,abstract base level parser element class.,abstract base level parser element class.,,,,
5,ParseResultBytes,compatibility shim for the urlparse.parseresultbytes object.,compatibility shim for the urlparse.parseresultbytes object.,,,,
5,ParseResults,"structured parse results, to provide multiple means of access to
the parsed data

as a list len results
by list index results 0 , results 1 , etc
by attribute results. resultsname see class parserelement.setresultsname

example

integer word nums
date str integer.setresultsname year
integer.setresultsname month
integer.setresultsname day
# equivalent form
# date str integer year integer month integer day

# parsestring returns a parseresults object
result date str.parsestring 1999 12 31

def test s, fn repr
print %s %s % s, fn eval s
test list result
test result 0
test result month
test result.day
test month in result
test minutes in result
test result.dump , str

prints

list result 1999 , , 12 , , 31
result 0 1999
result month 12
result.day 31
month in result true
minutes in result false
result.dump 1999 , , 12 , , 31
day 31
month 12
year 1999","structured parse results, to provide multiple means of access to
the parsed data","the parsed data

as a list len results
by list index results 0 , results 1 , etc
by attribute results. resultsname see class parserelement.setresultsname

example

integer word nums
date str integer.setresultsname year
integer.setresultsname month
integer.setresultsname day
# equivalent form
# date str integer year integer month integer day

# parsestring returns a parseresults object
result date str.parsestring 1999 12 31

def test s, fn repr
print %s %s % s, fn eval s
test list result
test result 0
test result month
test result.day
test month in result
test minutes in result
test result.dump , str

prints

list result 1999 , , 12 , , 31
result 0 1999
result month 12
result.day 31
month in result true
minutes in result false
result.dump 1999 , , 12 , , 31
day 31
month 12
year 1999",,,"example

integer word nums
date str integer.setresultsname year
integer.setresultsname month
integer.setresultsname day
# equivalent form
# date str integer year integer month integer day

# parsestring returns a parseresults object
result date str.parsestring 1999 12 31

def test s, fn repr
print %s %s % s, fn eval s
test list result
test result 0
test result month
test result.day
test month in result
test minutes in result
test result.dump , str"
5,ParseSyntaxException,"just like class parsefatalexception , but thrown internally
when an class errorstop and. errorstop operator indicates
that parsing is to stop immediately because an unbacktrackable
syntax error has been found.",,,,,
5,Path,"the path type is similar to the class file type but it performs
different checks. first of all, instead of returning an open file
handle it returns just the filename. secondly, it can perform various
basic checks about what the file or directory should be.

versionchanged 60
allow dash was added.

param exists if set to true, the file or directory needs to exist for
this value to be valid. if this is not required and a
file does indeed not exist, then all further checks are
silently skipped.
param file okay controls if a file is a possible value.
param dir okay controls if a directory is a possible value.
param writable if true, a writable check is performed.
param readable if true, a readable check is performed.
param resolve path if this is true, then the path is fully resolved
before the value is passed onwards. this means
that it s absolute and symlinks are resolved. it
will not expand a tilde prefix, as this is
supposed to be done by the shell only.
param allow dash if this is set to true , a single dash to indicate
standard streams is permitted.
param path type optionally a string type that should be used to
represent the path. the default is none which
means the return value will be either bytes or
unicode depending on what makes most sense given the
input data click deals with.","the path type is similar to the class file type but it performs
different checks.",,"param exists if set to true, the file or directory needs to exist for
this value to be valid. if this is not required and a
file does indeed not exist, then all further checks are
silently skipped.
param file okay controls if a file is a possible value.
param dir okay controls if a directory is a possible value.
param writable if true, a writable check is performed.
param readable if true, a readable check is performed.
param resolve path if this is true, then the path is fully resolved
before the value is passed onwards. this means
that it s absolute and symlinks are resolved. it
will not expand a tilde prefix, as this is
supposed to be done by the shell only.
param allow dash if this is set to true , a single dash to indicate
standard streams is permitted.
param path type optionally a string type that should be used to
represent the path. the default is none which
means the return value will be either bytes or
unicode depending on what makes most sense given the
input data click deals with.",,"first of all, instead of returning an open file
handle it returns just the filename. secondly, it can perform various
basic checks about what the file or directory should be."
5,PipError,base pip exception,base pip exception,,,,
5,PoolManager,"allows for arbitrary requests while transparently keeping track of
necessary connection pools for you.

param num pools
number of connection pools to cache before discarding the least
recently used pool.

param headers
headers to include with all requests, unless other headers are given
explicitly.

param connection pool kw
additional parameters are used to create fresh
class urllib3.connectionpool.connectionpool instances.

example

manager poolmanager num pools 2
r manager.request get , http google.com
r manager.request get , http google.com mail
r manager.request get , http yahoo.com
len manager.pools","allows for arbitrary requests while transparently keeping track of
necessary connection pools for you.","example

manager poolmanager num pools 2
r manager.request get , http google.com
r manager.request get , http google.com mail
r manager.request get , http yahoo.com
len manager.pools","param num pools
number of connection pools to cache before discarding the least
recently used pool.

param headers
headers to include with all requests, unless other headers are given
explicitly.

param connection pool kw
additional parameters are used to create fresh
class urllib3.connectionpool.connectionpool instances.",,
5,PrefixLoader,"a loader that is passed a dict of loaders where each loader is bound
to a prefix. the prefix is delimited from the template by a slash per
default, which can be changed by setting the delimiter argument to
something else

loader prefixloader
app1 packageloader mypackage.app1 ,
app2 packageloader mypackage.app2

by loading app1 index.html the file from the app1 package is loaded,
by loading app2 index.html the file from the second.","a loader that is passed a dict of loaders where each loader is bound
to a prefix.","the prefix is delimited from the template by a slash per
default, which can be changed by setting the delimiter argument to
something else

loader prefixloader
app1 packageloader mypackage.app1 ,
app2 packageloader mypackage.app2

by loading app1 index.html the file from the app1 package is loaded,
by loading app2 index.html the file from the second.",,"the prefix is delimited from the template by a slash per
default, which can be changed by setting the delimiter argument to
something else",
5,ProcessedTraceback,holds a jinja preprocessed traceback for printing or reraising.,holds a jinja preprocessed traceback for printing or reraising.,,,,
5,PyPIJSONLocator,"this locator uses pypi s json interface. it s very limited in functionality
and probably not worth using.",,,,this locator uses pypi s json interface.,
5,ReadError,raised when an archive cannot be read,raised when an archive cannot be read,,,,
5,Request,"a user created class request request object.

used to prepare a class preparedrequest preparedrequest , which is sent to the server.

param method http method to use.
param url url to send.
param headers dictionary of headers to send.
param files dictionary of filename fileobject files to multipart upload.
param data the body to attach to the request. if a dictionary or
list of tuples key, value is provided, form encoding will
take place.
param json json for the body to attach to the request if files or data is not specified .
param params url parameters to append to the url. if a dictionary or
list of tuples key, value is provided, form encoding will
take place.
param auth auth handler or user, pass tuple.
param cookies dictionary or cookiejar of cookies to attach to this request.
param hooks dictionary of callback hooks, for internal usage.

usage

import requests
req requests.request get , https httpbin.org get
req.prepare
preparedrequest get",a user created class request request object.,"usage

import requests
req requests.request get , https httpbin.org get
req.prepare
preparedrequest get","param method http method to use.
param url url to send.
param headers dictionary of headers to send.
param files dictionary of filename fileobject files to multipart upload.
param data the body to attach to the request. if a dictionary or
list of tuples key, value is provided, form encoding will
take place.
param json json for the body to attach to the request if files or data is not specified .
param params url parameters to append to the url. if a dictionary or
list of tuples key, value is provided, form encoding will
take place.
param auth auth handler or user, pass tuple.
param cookies dictionary or cookiejar of cookies to attach to this request.
param hooks dictionary of callback hooks, for internal usage.",,"used to prepare a class preparedrequest preparedrequest , which is sent to the server."
5,RequestException,"there was an ambiguous exception that occurred while handling your
request.",,,,,
5,RequirementsFileParseError,raised when a general error occurs parsing a requirements file line.,raised when a general error occurs parsing a requirements file line.,,,,
5,RequirementUninstaller,"a context manager to remove a package for the inner block.

this uses uninstallpathset to control the workflow. if the inner block
exits correctly, the uninstallation is committed, otherwise rolled back.",a context manager to remove a package for the inner block.,,,"this uses uninstallpathset to control the workflow. if the inner block
exits correctly, the uninstallation is committed, otherwise rolled back.",
5,RequiresPythonCache,cache a candidate s requires python information.,cache a candidate s requires python information.,,,,
5,Resource,"a class representing an in package resource, such as a data file. this is
not normally instantiated by user code, but rather by a
class resourcefinder which manages the resource.","a class representing an in package resource, such as a data file.",,,,"this is
not normally instantiated by user code, but rather by a
class resourcefinder which manages the resource."
5,ResourceFinder,resource finder for file system resources.,resource finder for file system resources.,,,,
5,ResourceManager,manage resource extraction and packages,manage resource extraction and packages,,,,
5,ResponseError,used as a container for an error reason supplied in a maxretryerror.,,used as a container for an error reason supplied in a maxretryerror.,,,
5,ResponseNotChunked,response needs to be chunked in order to read it as chunks.,,response needs to be chunked in order to read it as chunks.,,,
5,Retry,"retry configuration.

each retry attempt will create a new retry object with updated values, so
they can be safely reused.

retries can be defined as a default for a pool

retries retry connect 5, read 2, redirect 5
http poolmanager retries retries
response http.request get , http example.com

or per request which overrides the default for the pool

response http.request get , http example.com , retries retry 10

retries can be disabled by passing false

response http.request get , http example.com , retries false

errors will be wrapped in class urllib3.exceptions.maxretryerror unless
retries are disabled, in which case the causing exception will be raised.

param int total
total number of retries to allow. takes precedence over other counts.

set to none to remove this constraint and fall back on other
counts. it s a good idea to set this to some sensibly high value to
account for unexpected edge cases and avoid infinite retry loops.

set to 0 to fail on the first retry.

set to false to disable and imply raise on redirect false .

param int connect
how many connection related errors to retry on.

these are errors raised before the request is sent to the remote server,
which we assume has not triggered the server to process the request.

set to 0 to fail on the first retry of this type.

param int read
how many times to retry on read errors.

these errors are raised after the request was sent to the server, so the
request may have side effects.

set to 0 to fail on the first retry of this type.

param int redirect
how many redirects to perform. limit this to avoid infinite redirect
loops.

a redirect is a http response with a status code 301, 302, 303, 307 or
308.

set to 0 to fail on the first retry of this type.

set to false to disable and imply raise on redirect false .

param int status
how many times to retry on bad status codes.

these are retries made on responses, where status code matches
status forcelist .

set to 0 to fail on the first retry of this type.

param iterable method whitelist
set of uppercased http method verbs that we should retry on.

by default, we only retry on methods which are considered to be
idempotent multiple requests with the same parameters end with the
same state . see attr retry.default method whitelist .

set to a false value to retry on any verb.

param iterable status forcelist
a set of integer http status codes that we should force a retry on.
a retry is initiated if the request method is in method whitelist
and the response status code is in status forcelist .

by default, this is disabled with none .

param float backoff factor
a backoff factor to apply between attempts after the second try
most errors are resolved immediately by a second try without a
delay . urllib3 will sleep for

backoff factor 2 number of total retries 1

seconds. if the backoff factor is 01, then func .sleep will sleep
for 00s, 02s, 04s, ... between retries. it will never be longer
than attr retry.backoff max .

by default, backoff is disabled set to 0 .

param bool raise on redirect whether, if the number of redirects is
exhausted, to raise a maxretryerror, or to return a response with a
response code in the 3xx range.

param bool raise on status similar meaning to raise on redirect
whether we should raise an exception, or return a response,
if status falls in status forcelist range and retries have
been exhausted.

param tuple history the history of the request encountered during
each call to meth retry.increment . the list is in the order
the requests occurred. each list item is of class class requesthistory .

param bool respect retry after header
whether to respect retry after header on status codes defined as
attr retry.retry after status codes or not.

param iterable remove headers on redirect
sequence of headers to remove from the request when a response
indicating a redirect is returned before firing off the redirected
request.",retry configuration.,"retries can be defined as a default for a pool

retries retry connect 5, read 2, redirect 5
http poolmanager retries retries
response http.request get , http example.com

or per request which overrides the default for the pool

response http.request get , http example.com , retries retry 10

retries can be disabled by passing false

response http.request get , http example.com , retries false","param int total
total number of retries to allow. takes precedence over other counts.

set to none to remove this constraint and fall back on other
counts. it s a good idea to set this to some sensibly high value to
account for unexpected edge cases and avoid infinite retry loops.

set to 0 to fail on the first retry.

set to false to disable and imply raise on redirect false .

param int connect
how many connection related errors to retry on.

these are errors raised before the request is sent to the remote server,
which we assume has not triggered the server to process the request.

set to 0 to fail on the first retry of this type.

param int read
how many times to retry on read errors.

these errors are raised after the request was sent to the server, so the
request may have side effects.

set to 0 to fail on the first retry of this type.

param int redirect
how many redirects to perform. limit this to avoid infinite redirect
loops.

a redirect is a http response with a status code 301, 302, 303, 307 or
308.

set to 0 to fail on the first retry of this type.

set to false to disable and imply raise on redirect false .

param int status
how many times to retry on bad status codes.

these are retries made on responses, where status code matches
status forcelist .

set to 0 to fail on the first retry of this type.

param iterable method whitelist
set of uppercased http method verbs that we should retry on.

by default, we only retry on methods which are considered to be
idempotent multiple requests with the same parameters end with the
same state . see attr retry.default method whitelist .

set to a false value to retry on any verb.

param iterable status forcelist
a set of integer http status codes that we should force a retry on.
a retry is initiated if the request method is in method whitelist
and the response status code is in status forcelist .

by default, this is disabled with none .

param float backoff factor
a backoff factor to apply between attempts after the second try
most errors are resolved immediately by a second try without a
delay . urllib3 will sleep for

backoff factor 2 number of total retries 1

seconds. if the backoff factor is 01, then func .sleep will sleep
for 00s, 02s, 04s, ... between retries. it will never be longer
than attr retry.backoff max .

by default, backoff is disabled set to 0 .

param bool raise on redirect whether, if the number of redirects is
exhausted, to raise a maxretryerror, or to return a response with a
response code in the 3xx range.

param bool raise on status similar meaning to raise on redirect
whether we should raise an exception, or return a response,
if status falls in status forcelist range and retries have
been exhausted.

param tuple history the history of the request encountered during
each call to meth retry.increment . the list is in the order
the requests occurred. each list item is of class class requesthistory .

param bool respect retry after header
whether to respect retry after header on status codes defined as
attr retry.retry after status codes or not.

param iterable remove headers on redirect
sequence of headers to remove from the request when a response
indicating a redirect is returned before firing off the redirected
request.","each retry attempt will create a new retry object with updated values, so
they can be safely reused.",
5,SafeFileCache,"a file based cache which is safe to use even when the target directory may
not be accessible or writable.","a file based cache which is safe to use even when the target directory may
not be accessible or writable.",,,,
5,SchemaValidatorMixin,"this validator mixin provides mechanics to validate schemas passed to a cerberus
validator.","this validator mixin provides mechanics to validate schemas passed to a cerberus
validator.",,,,
5,Session,"a requests session.

provides cookie persistence, connection pooling, and configuration.

basic usage

import requests
s requests.session
s.get https httpbin.org get
response 200

or as a context manager

with requests.session as s
s.get https httpbin.org get
response 200","a requests session.

provides cookie persistence, connection pooling, and configuration.","basic usage

import requests
s requests.session
s.get https httpbin.org get
response 200

or as a context manager

with requests.session as s
s.get https httpbin.org get
response 200",,,
5,SkipTo,"token for skipping over all undefined text until the matched
expression is found.

parameters
expr target expression marking the end of the data to be skipped
include default false if true, the target expression is also parsed
the skipped text and target expression are returned as a 2 element list .
ignore default none used to define grammars typically quoted strings and
comments that might contain false matches to the target expression
failon default none define expressions that are not allowed to be
included in the skipped test if found before the target expression is found,
the skipto is not a match

example

report
outstanding issues report 1 jan 2000

# severity description days open

101 critical intermittent system crash 6
94 cosmetic spelling error on login log n 14
79 minor system slow when running too many reports 47

integer word nums
sep suppress
# use skipto to simply match everything up until the next sep
# ignore quoted strings, so that a character inside a quoted string does not match
# parse action will call token.strip for each matched token, ie, the description body
string data skipto sep, ignore quotedstring
string data.setparseaction tokenmap str.strip
ticket expr integer issue num sep
string data sev sep
string data desc sep
integer days open

for tkt in ticket expr.searchstring report
print tkt.dump

prints

101 , critical , intermittent system crash , 6
days open 6
desc intermittent system crash
issue num 101
sev critical
94 , cosmetic , spelling error on login log n , 14
days open 14
desc spelling error on login log n
issue num 94
sev cosmetic
79 , minor , system slow when running too many reports , 47
days open 47
desc system slow when running too many reports
issue num 79
sev minor","token for skipping over all undefined text until the matched
expression is found.","example

report
outstanding issues report 1 jan 2000

# severity description days open

101 critical intermittent system crash 6
94 cosmetic spelling error on login log n 14
79 minor system slow when running too many reports 47

integer word nums
sep suppress
# use skipto to simply match everything up until the next sep
# ignore quoted strings, so that a character inside a quoted string does not match
# parse action will call token.strip for each matched token, ie, the description body
string data skipto sep, ignore quotedstring
string data.setparseaction tokenmap str.strip
ticket expr integer issue num sep
string data sev sep
string data desc sep
integer days open

for tkt in ticket expr.searchstring report
print tkt.dump

prints

101 , critical , intermittent system crash , 6
days open 6
desc intermittent system crash
issue num 101
sev critical
94 , cosmetic , spelling error on login log n , 14
days open 14
desc spelling error on login log n
issue num 94
sev cosmetic
79 , minor , system slow when running too many reports , 47
days open 47
desc system slow when running too many reports
issue num 79
sev minor","parameters
expr target expression marking the end of the data to be skipped
include default false if true, the target expression is also parsed
the skipped text and target expression are returned as a 2 element list .
ignore default none used to define grammars typically quoted strings and
comments that might contain false matches to the target expression
failon default none define expressions that are not allowed to be
included in the skipped test if found before the target expression is found,
the skipto is not a match",,
5,TarFile,the tarfile class provides an interface to tar archives.,the tarfile class provides an interface to tar archives.,,,,
5,Token,token class.,token class.,,,,
5,TokenStreamIterator,"the iterator for tokenstreams. iterate over the stream
until the eof token is reached.",the iterator for tokenstreams.,,,"iterate over the stream
until the eof token is reached.",
5,TreeBuilder,"base treebuilder implementation

documentclass the class to use for the bottommost node of a document
elementclass the class to use for html elements
commentclass the class to use for comments
doctypeclass the class to use for doctypes",base treebuilder implementation,"documentclass the class to use for the bottommost node of a document
elementclass the class to use for html elements
commentclass the class to use for comments
doctypeclass the class to use for doctypes",,,
5,Trie,abstract base class for tries,abstract base class for tries,,,,
5,UndefinedEnvironmentName,"a name was attempted to be used that does not exist inside of the
environment.","a name was attempted to be used that does not exist inside of the
environment.",,,,
5,UnlockError,"base class for errors arising from attempts to release the lock.

try
raise unlockerror
except error
pass",base class for errors arising from attempts to release the lock.,"try
raise unlockerror
except error
pass",,,
5,ZipResourceFinder,resource finder for resources in .zip files.,resource finder for resources in .zip files.,,,,
