stratum,class,comment,summary,Expand,rational,deprecation,usage,Ownership,Pointer
3,WordIgnoreProposal.java,proposal to ignore the word during the current editing session.,proposal to ignore the word during the current editing session.,,,,,,
3,WorkingCopyTests.java,"contains unit test cases for working copies. run using junit plugin test
configuration launcher.",contains unit test cases for working copies,,,,run using junit plugin test configuration launcher.,,
4,AbstractCollectionTester.java,"base class for collection testers.

@param e the element type of the collection to be tested.
@author kevin bourrillion",base class for collection testers.,,,,@param e the element type of the collection to be tested.,@author kevin bourrillion,
4,AbstractListeningExecutorService.java,"abstract @link listeningexecutorservice implementation that creates @link listenablefuture
instances for each @link runnable and @link callable submitted to it. these tasks are run
with the abstract @link #execute execute runnable method.

p in addition to @link #execute , subclasses must implement all methods related to shutdown and
termination.

@author chris povirk
@since 140","abstract @link listeningexecutorservice implementation that creates @link listenablefuture
instances for each @link runnable and @link callable submitted to it.","these tasks are run
with the abstract @link #execute execute runnable method.",,@since 140,"p in addition to @link #execute , subclasses must implement all methods related to shutdown and
termination.",@author chris povirk,
4,AbstractLoadingCache.java,"this class provides a skeletal implementation of the @code cache interface to minimize the
effort required to implement this interface.

p to implement a cache, the programmer needs only to extend this class and provide an
implementation for the @link #get object and @link #getifpresent methods. @link
#getunchecked , @link #get object, callable , and @link #getall are implemented in terms of
@code get @link #getallpresent is implemented in terms of @code getifpresent @link
#putall is implemented in terms of @link #put , @link #invalidateall iterable is implemented
in terms of @link #invalidate . the method @link #cleanup is a no op. all other methods throw
an @link unsupportedoperationexception .

@author charles fry
@since 110",this class provides a skeletal implementation of the @code cache interface,,"to minimize the
effort required to implement this interface.",@since 110,"p to implement a cache, the programmer needs only to extend this class and provide an
implementation for the @link #get object and @link #getifpresent methods. @link
#getunchecked , @link #get object, callable , and @link #getall are implemented in terms of
@code get @link #getallpresent is implemented in terms of @code getifpresent @link
#putall is implemented in terms of @link #put , @link #invalidateall iterable is implemented
in terms of @link #invalidate . the method @link #cleanup is a no op. all other methods throw
an @link unsupportedoperationexception .",@author charles fry,
4,AbstractMultimap.java,"a skeleton @code multimap implementation, not necessarily in terms of a @code map .

@author louis wasserman","a skeleton @code multimap implementation, not necessarily in terms of a @code map .",,,,,@author louis wasserman,
4,AbstractMultimapTester.java,"superclass for all @code multimap testers.

@author louis wasserman",superclass for all @code multimap testers.,,,,,@author louis wasserman,
4,AbstractSortedKeySortedSetMultimap.java,"basic implementation of a @link sortedsetmultimap with a sorted key set.

p this superclass allows @code treemultimap to override methods to return navigable set and
map types in non gwt only, while gwt code will inherit the sortedmap sortedset overrides.

@author louis wasserman",basic implementation of a @link sortedsetmultimap with a sorted key set.,,"p this superclass allows @code treemultimap to override methods to return navigable set and
map types in non gwt only, while gwt code will inherit the sortedmap sortedset overrides.",,,@author louis wasserman,
4,ArbitraryInstances.java,"supplies an arbitrary default instance for a wide range of types, often useful in testing
utilities.

p covers arrays, enums and common types defined in @code java.lang , @code java.lang.reflect ,
@code java.io , @code java.nio , @code java.math , @code java.util , @code
java.util.concurrent , @code java.util.regex , @code com.google.common.base , @code
com.google.common.collect and @code com.google.common.primitives . in addition, if the type
exposes at least one public static final constant of the same type, one of the constants will be
used or if the class exposes a public parameter less constructor then it will be new d and
returned.

p all default instances returned by @link #get are generics safe. clients won t get type
errors for using @code get comparator.class as a @code comparator foo , for example.
immutable empty instances are returned for collection types @code for string @code 0 for
number types reasonable default instance for other stateless types. for mutable types, a fresh
instance is created each time @code get is called.

@author kevin bourrillion
@author ben yu
@since 120
compare by tostring to satisfy 2 properties 1. compareto null should throw nullpointerexception internal implementations of some classes, with public default constructor that get needs. compare by tostring to satisfy 2 properties 1. compareto null should throw nullpointerexception 2. the order is deterministic and easy to understand, for debugging purpose. compare by tostring to satisfy 2 properties 1. compareto null should throw nullpointerexception always equal is a valid total ordering. and it works for any object.","supplies an arbitrary default instance for a wide range of types, often useful in testing
utilities.","p covers arrays, enums and common types defined in @code java.lang , @code java.lang.reflect ,
@code java.io , @code java.nio , @code java.math , @code java.util , @code
java.util.concurrent , @code java.util.regex , @code com.google.common.base , @code
com.google.common.collect and @code com.google.common.primitives . in addition, if the type
exposes at least one public static final constant of the same type, one of the constants will be
used or if the class exposes a public parameter less constructor then it will be new d and
returned.",,@since 120,"p all default instances returned by @link #get are generics safe. clients won t get type
errors for using @code get comparator.class as a @code comparator foo , for example.
immutable empty instances are returned for collection types @code for string @code 0 for
number types reasonable default instance for other stateless types. for mutable types, a fresh
instance is created each time @code get is called.","@author kevin bourrillion
@author ben yu",all default instances returned by @link #get are generics safe.
4,ArrayListMultimapGwtSerializationDependencies.java,"a dummy superclass to support gwt serialization of the element types of an @link
arraylistmultimap . the gwt supersource for this class contains a field for each type.

p for details about this hack, see @link gwtserializationdependencies , which takes the same
approach but with a subclass rather than a superclass.

p todo cpovirk consider applying this subclass approach to our other types.","a dummy superclass to support gwt serialization of the element types of an @link
arraylistmultimap .",the gwt supersource for this class contains a field for each type.,,,,,"p for details about this hack, see @link gwtserializationdependencies , which takes the same
approach but with a subclass rather than a superclass."
4,AtomicDoubleArrayTest.java,"source
http gee.cs.oswego.edu cgi bin viewcvs.cgi jsr166 src test tck jsr166e atomicdoublearraytest.java?revision 113
modified to adapt to guava coding conventions
unit test for @link atomicdoublearray .",unit test for @link atomicdoublearray .,,,,,,"source
http gee.cs.oswego.edu cgi bin viewcvs.cgi jsr166 src test tck jsr166e atomicdoublearraytest.java?revision 113
modified to adapt to guava coding conventions"
4,BaseEncodingBenchmark.java,benchmark for @code baseencoding performance.,benchmark for @code baseencoding performance.,,,,,,
4,BloomFilter.java,"a bloom filter for instances of @code t . a bloom filter offers an approximate containment test
with one sided error if it claims that an element is contained in it, this might be in error,
but if it claims that an element is i not i contained in it, then this is definitely true.

p if you are unfamiliar with bloom filters, this nice a
href http llimllib.github.com bloomfilter tutorial tutorial a may help you understand how
they work.

p the false positive probability @code fpp of a bloom filter is defined as the probability
that @linkplain #mightcontain object will erroneously return @code true for an object that
has not actually been put in the @code bloomfilter .

p bloom filters are serializable. they also support a more compact serial representation via the
@link #writeto and @link #readfrom methods. both serialized forms will continue to be
supported by future versions of this library. however, serial forms generated by newer versions
of the code may not be readable by older versions of the code eg, a serialized bloom filter
generated today may i not i be readable by a binary that was compiled 6 months ago .

p as of guava 230, this class is thread safe and lock free. it internally uses atomics and
compare and swap to ensure correctness when multiple threads are used to access it.

@param t the type of instances that the @code bloomfilter accepts
@author dimitris andreou
@author kevin bourrillion
@since 110 thread safe since 230
cheat sheet m total bits n expected insertions b m n, bits per insertion p expected false positive probability 1 optimal k b ln2 2 p 1 e ^ kn m ^k 3 for optimal k p 2 ^ k 06185^b 4 for optimal k m nlnp ln2 ^ 2
a strategy to translate t instances, to @code numhashfunctions bit indexes.

p implementations should be collections of pure functions ie stateless .","a bloom filter for instances of @code t . a bloom filter offers an approximate containment test
with one sided error if it claims that an element is contained in it, this might be in error,
but if it claims that an element is i not i contained in it, then this is definitely true.","p the false positive probability @code fpp of a bloom filter is defined as the probability
that @linkplain #mightcontain object will erroneously return @code true for an object that
has not actually been put in the @code bloomfilter .

p bloom filters are serializable. they also support a more compact serial representation via the
@link #writeto and @link #readfrom methods. both serialized forms will continue to be
supported by future versions of this library. however, serial forms generated by newer versions
of the code may not be readable by older versions of the code eg, a serialized bloom filter
generated today may i not i be readable by a binary that was compiled 6 months ago .",,"however, serial forms generated by newer versions
of the code may not be readable by older versions of the code eg, a serialized bloom filter
generated today may i not i be readable by a binary that was compiled 6 months ago .
p as of guava 230, this class is thread safe and lock free. it internally uses atomics and
compare and swap to ensure correctness when multiple threads are used to access it.
@since 110 thread safe since 230","@param t the type of instances that the @code bloomfilter accepts.
cheat sheet m total bits n expected insertions b m n, bits per insertion p expected false positive probability 1 optimal k b ln2 2 p 1 e ^ kn m ^k 3 for optimal k p 2 ^ k 06185^b 4 for optimal k m nlnp ln2 ^ 2
a strategy to translate t instances, to @code numhashfunctions bit indexes.

p implementations should be collections of pure functions ie stateless .","@author dimitris andreou
@author kevin bourrillion","p if you are unfamiliar with bloom filters, this nice a
href http llimllib.github.com bloomfilter tutorial tutorial a may help you understand how
they work.
p the false positive probability @code fpp of a bloom filter is defined as the probability
that @linkplain #mightcontain object will erroneously return @code true for an object that
has not actually been put in the @code bloomfilter .

p bloom filters are serializable. they also support a more compact serial representation via the
@link #writeto and @link #readfrom methods."
4,CacheBuilder.java,"a builder of @link loadingcache and @link cache instances having any combination of the
following features

ul
li automatic loading of entries into the cache
li least recently used eviction when a maximum size is exceeded
li time based expiration of entries, measured since last access or last write
li keys automatically wrapped in @linkplain weakreference weak references
li values automatically wrapped in @linkplain weakreference weak or @linkplain
softreference soft references
li notification of evicted or otherwise removed entries
li accumulation of cache access statistics
ul

p these features are all optional caches can be created using all or none of them. by default
cache instances created by @code cachebuilder will not perform any type of eviction.

p usage example

pre @code
loadingcache key, graph graphs cachebuilder.newbuilder
maximumsize 10000
expireafterwrite duration.ofminutes 10
removallistener my listener
build
new cacheloader key, graph
public graph load key key throws anyexception
return createexpensivegraph key

pre

p or equivalently,

pre @code
in real life this would come from a command line flag or config file
string spec maximumsize 10000,expireafterwrite 10m

loadingcache key, graph graphs cachebuilder.from spec
removallistener my listener
build
new cacheloader key, graph
public graph load key key throws anyexception
return createexpensivegraph key

pre

p the returned cache is implemented as a hash table with similar performance characteristics to
@link concurrenthashmap . it implements all optional operations of the @link loadingcache and
@link cache interfaces. the @code asmap view and its collection views have i weakly
consistent iterators i . this means that they are safe for concurrent use, but if other threads
modify the cache after the iterator is created, it is undefined which of these changes, if any,
are reflected in that iterator. these iterators never throw @link
concurrentmodificationexception .

p b note b by default, the returned cache uses equality comparisons the @link
object#equals equals method to determine equality for keys or values. however, if @link
#weakkeys was specified, the cache uses identity @code comparisons instead for keys.
likewise, if @link #weakvalues or @link #softvalues was specified, the cache uses identity
comparisons for values.

p entries are automatically evicted from the cache when any of @linkplain #maximumsize long
maximumsize , @linkplain #maximumweight long maximumweight , @linkplain #expireafterwrite
expireafterwrite , @linkplain #expireafteraccess expireafteraccess , @linkplain #weakkeys
weakkeys , @linkplain #weakvalues weakvalues , or @linkplain #softvalues softvalues are
requested.

p if @linkplain #maximumsize long maximumsize or @linkplain #maximumweight long
maximumweight is requested entries may be evicted on each cache modification.

p if @linkplain #expireafterwrite expireafterwrite or @linkplain #expireafteraccess
expireafteraccess is requested entries may be evicted on each cache modification, on occasional
cache accesses, or on calls to @link cache#cleanup . expired entries may be counted by @link
cache#size , but will never be visible to read or write operations.

p if @linkplain #weakkeys weakkeys , @linkplain #weakvalues weakvalues , or @linkplain
#softvalues softvalues are requested, it is possible for a key or value present in the cache to
be reclaimed by the garbage collector. entries with reclaimed keys or values may be removed from
the cache on each cache modification, on occasional cache accesses, or on calls to @link
cache#cleanup such entries may be counted in @link cache#size , but will never be visible to
read or write operations.

p certain cache configurations will result in the accrual of periodic maintenance tasks which
will be performed during write operations, or during occasional read operations in the absence of
writes. the @link cache#cleanup method of the returned cache will also perform maintenance, but
calling it should not be necessary with a high throughput cache. only caches built with
@linkplain #removallistener removallistener , @linkplain #expireafterwrite expireafterwrite ,
@linkplain #expireafteraccess expireafteraccess , @linkplain #weakkeys weakkeys , @linkplain
#weakvalues weakvalues , or @linkplain #softvalues softvalues perform periodic maintenance.

p the caches produced by @code cachebuilder are serializable, and the deserialized caches
retain all the configuration properties of the original cache. note that the serialized form does
i not i include cache contents, but only configuration.

p see the guava user guide article on a
href https github.com google guava wiki cachesexplained caching a for a higher level
explanation.

@param k the most general key type this builder will be able to create caches for. this is
normally @code object unless it is constrained by using a method like @code
#removallistener
@param v the most general value type this builder will be able to create caches for. this is
normally @code object unless it is constrained by using a method like @code
#removallistener
@author charles fry
@author kevin bourrillion
@since 100",a builder of @link loadingcache and @link cache instances,"having any combination of the
following features

ul
li automatic loading of entries into the cache
li least recently used eviction when a maximum size is exceeded
li time based expiration of entries, measured since last access or last write
li keys automatically wrapped in @linkplain weakreference weak references
li values automatically wrapped in @linkplain weakreference weak or @linkplain
softreference soft references
li notification of evicted or otherwise removed entries
li accumulation of cache access statistics
ul
p entries are automatically evicted from the cache when any of @linkplain #maximumsize long
maximumsize , @linkplain #maximumweight long maximumweight , @linkplain #expireafterwrite
expireafterwrite , @linkplain #expireafteraccess expireafteraccess , @linkplain #weakkeys
weakkeys , @linkplain #weakvalues weakvalues , or @linkplain #softvalues softvalues are
requested.",,@since 100,"p these features are all optional caches can be created using all or none of them. by default
cache instances created by @code cachebuilder will not perform any type of eviction.

p usage example

pre @code
loadingcache key, graph graphs cachebuilder.newbuilder
maximumsize 10000
expireafterwrite duration.ofminutes 10
removallistener my listener
build
new cacheloader key, graph
public graph load key key throws anyexception
return createexpensivegraph key

pre

p or equivalently,

pre @code
in real life this would come from a command line flag or config file
string spec maximumsize 10000,expireafterwrite 10m

loadingcache key, graph graphs cachebuilder.from spec
removallistener my listener
build
new cacheloader key, graph
public graph load key key throws anyexception
return createexpensivegraph key

pre

p the returned cache is implemented as a hash table with similar performance characteristics to
@link concurrenthashmap . it implements all optional operations of the @link loadingcache and
@link cache interfaces. the @code asmap view and its collection views have i weakly
consistent iterators i . this means that they are safe for concurrent use, but if other threads
modify the cache after the iterator is created, it is undefined which of these changes, if any,
are reflected in that iterator. these iterators never throw @link
concurrentmodificationexception .

p b note b by default, the returned cache uses equality comparisons the @link
object#equals equals method to determine equality for keys or values. however, if @link
#weakkeys was specified, the cache uses identity @code comparisons instead for keys.
likewise, if @link #weakvalues or @link #softvalues was specified, the cache uses identity
comparisons for values.

p entries are automatically evicted from the cache when any of @linkplain #maximumsize long
maximumsize , @linkplain #maximumweight long maximumweight , @linkplain #expireafterwrite
expireafterwrite , @linkplain #expireafteraccess expireafteraccess , @linkplain #weakkeys
weakkeys , @linkplain #weakvalues weakvalues , or @linkplain #softvalues softvalues are
requested.

p if @linkplain #maximumsize long maximumsize or @linkplain #maximumweight long
maximumweight is requested entries may be evicted on each cache modification.

p if @linkplain #expireafterwrite expireafterwrite or @linkplain #expireafteraccess
expireafteraccess is requested entries may be evicted on each cache modification, on occasional
cache accesses, or on calls to @link cache#cleanup . expired entries may be counted by @link
cache#size , but will never be visible to read or write operations.

p if @linkplain #weakkeys weakkeys , @linkplain #weakvalues weakvalues , or @linkplain
#softvalues softvalues are requested, it is possible for a key or value present in the cache to
be reclaimed by the garbage collector. entries with reclaimed keys or values may be removed from
the cache on each cache modification, on occasional cache accesses, or on calls to @link
cache#cleanup such entries may be counted in @link cache#size , but will never be visible to
read or write operations.

p certain cache configurations will result in the accrual of periodic maintenance tasks which
will be performed during write operations, or during occasional read operations in the absence of
writes. the @link cache#cleanup method of the returned cache will also perform maintenance, but
calling it should not be necessary with a high throughput cache. only caches built with
@linkplain #removallistener removallistener , @linkplain #expireafterwrite expireafterwrite ,
@linkplain #expireafteraccess expireafteraccess , @linkplain #weakkeys weakkeys , @linkplain
#weakvalues weakvalues , or @linkplain #softvalues softvalues perform periodic maintenance.

p the caches produced by @code cachebuilder are serializable, and the deserialized caches
retain all the configuration properties of the original cache. note that the serialized form does
i not i include cache contents, but only configuration.

@param k the most general key type this builder will be able to create caches for. this is
normally @code object unless it is constrained by using a method like @code
#removallistener
@param v the most general value type this builder will be able to create caches for. this is
normally @code object unless it is constrained by using a method like @code
#removallistener","@author charles fry
@author kevin bourrillion","p see the guava user guide article on a
href https github.com google guava wiki cachesexplained caching a for a higher level
explanation.
these iterators never throw @link
concurrentmodificationexception ."
4,CacheLoaderTest.java,"unit tests for @link cacheloader .

@author charles fry",unit tests for @link cacheloader .,,,,,@author charles fry,
4,CacheManualTest.java,@author charles fry,,,,,,@author charles fry,
4,ClassToInstanceMap.java,"a map, each entry of which maps a java a href http tinyurl.com 2cmwkz raw type a to an
instance of that type. in addition to implementing @code map , the additional type safe
operations @link #putinstance and @link #getinstance are available.

p like any other @code map class, object , this map may contain entries for primitive types,
and a primitive type and its corresponding wrapper type may map to different values.

p see the guava user guide article on a href
https github.com google guava wiki newcollectiontypesexplained#classtoinstancemap @code
classtoinstancemap a .

p to map a generic type to an instance of that type, use @link
com.google.common.reflect.typetoinstancemap instead.

@param b the common supertype that all entries must share often this is simply @link object
@author kevin bourrillion
@since 20","a map, each entry of which maps a java a href http tinyurl.com 2cmwkz raw type a to an
instance of that type. in addition to implementing @code map , the additional type safe
operations @link #putinstance and @link #getinstance are available.","p like any other @code map class, object , this map may contain entries for primitive types,
and a primitive type and its corresponding wrapper type may map to different values.",,@since 20,"p to map a generic type to an instance of that type, use @link
com.google.common.reflect.typetoinstancemap instead.

@param b the common supertype that all entries must share often this is simply @link object",@author kevin bourrillion,"p see the guava user guide article on a href
https github.com google guava wiki newcollectiontypesexplained#classtoinstancemap @code
classtoinstancemap a ."
4,CloseablesTest.java,"unit tests for @link closeables .

p checks proper closing behavior, and ensures that ioexceptions on closeable.close are not
propagated out from the @link closeables#close method if @code swallowexception is true.

@author michael lancaster",unit tests for @link closeables .,"p checks proper closing behavior, and ensures that ioexceptions on closeable.close are not
propagated out from the @link closeables#close method if @code swallowexception is true.",,,,@author michael lancaster,
4,CollectionTestSuiteBuilder.java,"concrete instantiation of @link abstractcollectiontestsuitebuilder for testing collections that
do not have a more specific tester like @link listtestsuitebuilder or @link
settestsuitebuilder .

@author chris povirk
@author louis wasserman","concrete instantiation of @link abstractcollectiontestsuitebuilder for testing collections that
do not have a more specific tester like @link listtestsuitebuilder or @link
settestsuitebuilder .",,,,,"@author chris povirk
@author louis wasserman","@link abstractcollectiontestsuitebuilder
@link listtestsuitebuilder or @link
settestsuitebuilder ."
4,ConflictingRequirementsException.java,"thrown when requirements on a tester method or class conflict with each other.

@author george van den driessche",thrown when requirements on a tester method or class conflict with each other.,,,,,@author george van den driessche,
4,CountingOutputStream.java,"an outputstream that counts the number of bytes written.

@author chris nokleberg
@since 10",an outputstream that counts the number of bytes written.,,,@since 10,,@author chris nokleberg,
4,DescendingMultiset.java,"a skeleton implementation of a descending multiset. only needs @code forwardmultiset and
@code entryiterator .

@author louis wasserman",a skeleton implementation of a descending multiset.,,,,,@author louis wasserman,"only needs @code forwardmultiset and
@code entryiterator ."
4,EqualsTester.java,"tester for equals and hashcode methods of a class.

p the simplest use case is

pre
new equalstester .addequalitygroup foo .testequals
pre

p this tests @code foo.equals foo , @code foo.equals null , and a few other operations.

p for more extensive testing, add multiple equality groups. each group should contain objects
that are equal to each other but unequal to the objects in any other group. for example

pre
new equalstester
addequalitygroup new user page , new user page
addequalitygroup new user sergey
testequals
pre

p this tests

ul
li comparing each object against itself returns true
li comparing each object against null returns false
li comparing each object against an instance of an incompatible class returns false
li comparing each pair of objects within the same equality group returns true
li comparing each pair of objects from different equality groups returns false
li the hash codes of any two equal objects are equal
ul

p when a test fails, the error message labels the objects involved in the failed comparison as
follows

ul
li @code group i i i @code , item i j i @code refers to the
i j i sup th sup item in the i i i sup th sup equality group, where both equality
groups and the items within equality groups are numbered starting from 1. when either a
constructor argument or an equal object is provided, that becomes group 1.
ul

@author jim mcmaster
@author jige yu
@since 100

class used to test whether equals correctly handles an instance of an incompatible class.
since it is a private inner class, the invoker can never pass in an instance to the tester",tester for equals and hashcode methods of a class.,,"p this tests

ul
li comparing each object against itself returns true
li comparing each object against null returns false
li comparing each object against an instance of an incompatible class returns false
li comparing each pair of objects within the same equality group returns true
li comparing each pair of objects from different equality groups returns false
li the hash codes of any two equal objects are equal
ul",@since 100,"p the simplest use case is

pre
new equalstester .addequalitygroup foo .testequals
pre

p this tests @code foo.equals foo , @code foo.equals null , and a few other operations.

p for more extensive testing, add multiple equality groups. each group should contain objects
that are equal to each other but unequal to the objects in any other group. for example

pre
new equalstester
addequalitygroup new user page , new user page
addequalitygroup new user sergey
testequals
pre

class used to test whether equals correctly handles an instance of an incompatible class.
since it is a private inner class, the invoker can never pass in an instance to the tester","@author jim mcmaster
@author jige yu",
4,FeatureSpecificTestSuiteBuilder.java,"creates, based on your criteria, a junit test suite that exhaustively tests the object generated
by a g, selecting appropriate tests by matching them against specified features.

@param b the concrete type of this builder the self type . all the builder methods of this
class such as @link #named return this type, so that builder methods of more derived
classes can be chained onto them without casting.
@param g the type of the generator to be passed to testers in the generated test suite. an
instance of g should somehow provide an instance of the class under test, plus any other
information required to parameterize the test.
@author george van den driessche","creates, based on your criteria, a junit test suite that exhaustively tests the object generated
by a g",", selecting appropriate tests by matching them against specified features.",,,"@param b the concrete type of this builder the self type . all the builder methods of this
class such as @link #named return this type, so that builder methods of more derived
classes can be chained onto them without casting.
@param g the type of the generator to be passed to testers in the generated test suite. an
instance of g should somehow provide an instance of the class under test, plus any other
information required to parameterize the test.",@author george van den driessche,
4,ForwardingBlockingDequeTest.java,"test for @link forwardingblockingdeque

@author emily soldal",test for @link forwardingblockingdeque,,,,,@author emily soldal,
4,ForwardingImmutableSet.java,"gwt implementation of @link immutableset that forwards to another @code set implementation.

@author hayward chan",gwt implementation of @link immutableset that forwards to another @code set implementation.,,,,,@author hayward chan,@link immutableset
4,ForwardingQueueTest.java,"tests for @code forwardingqueue .

@author robert konigsberg
@author louis wasserman",tests for @code forwardingqueue .,,,,,"@author robert konigsberg
@author louis wasserman",
4,GwtTestSuite.java,"runs all gwt tests. grouping them into a suite is much faster than running each as a one test
suite, as the per suite setup is expensive.",runs all gwt tests.,,"grouping them into a suite is much faster than running each as a one test
suite, as the per suite setup is expensive.",,,,
4,HashFunctionEnum.java,"an enum that contains all of the known hash functions.

@author kurt alfred kluever",an enum that contains all of the known hash functions.,,,,,@author kurt alfred kluever,
4,HostAndPort.java,"an immutable representation of a host and port.

p example usage

pre
hostandport hp hostandport.fromstring 2001 db8 1
withdefaultport 80
requirebracketsforipv6
hp.gethost returns 2001 db8 1
hp.getport returns 80
hp.tostring returns 2001 db8 1 80
pre

p here are some examples of recognized formats

ul
li example.com
li example.com 80
li 1920.21
li 1920.21 80
li 2001 db8 1 @link #gethost omits brackets
li 2001 db8 1 80 @link #gethost omits brackets
li 2001 db8 1 use @link #requirebracketsforipv6 to prohibit this
ul

p note that this is not an exhaustive list, because these methods are only concerned with
brackets, colons, and port numbers. full validation of the host field if desired is the
caller s responsibility.

@author paul marks
@since 100",an immutable representation of a host and port.,,,@since 100,"p example usage

pre
hostandport hp hostandport.fromstring 2001 db8 1
withdefaultport 80
requirebracketsforipv6
hp.gethost returns 2001 db8 1
hp.getport returns 80
hp.tostring returns 2001 db8 1 80
pre

p here are some examples of recognized formats

ul
li example.com
li example.com 80
li 1920.21
li 1920.21 80
li 2001 db8 1 @link #gethost omits brackets
li 2001 db8 1 80 @link #gethost omits brackets
li 2001 db8 1 use @link #requirebracketsforipv6 to prohibit this
ul

p note that this is not an exhaustive list, because these methods are only concerned with
brackets, colons, and port numbers. full validation of the host field if desired is the
caller s responsibility.",@author paul marks,
4,ImmutableSetHashFloodingDetectionBenchmark.java,benchmark of implementations of @link immutableset#hashfloodingdetected object .,benchmark of implementations of @link immutableset#hashfloodingdetected object .,,,,,,@link immutableset#hashfloodingdetected object .
4,ImmutableTable_CustomFieldSerializerBase.java,"this class contains static utility methods for writing @link immutabletable gwt field
serializers. serializers should delegate to @link #serialize and @link #instantiate .

@author chris povirk","this class contains static utility methods for writing @link immutabletable gwt field
serializers.",,,,serializers should delegate to @link #serialize and @link #instantiate .,@author chris povirk,
4,LazyStackTraceBenchmark.java,"quick and dirty benchmark of @link throwables#lazystacktrace throwable . we benchmark a caller
finder implementation that might be used in a logging framework.",quick and dirty benchmark of @link throwables#lazystacktrace throwable .,,"we benchmark a caller
finder implementation that might be used in a logging framework.",,,,quick and dirty benchmark of @link throwables#lazystacktrace throwable .
4,LongMathBenchmark.java,"benchmarks for the non rounding methods of @code longmath .

@author louis wasserman",benchmarks for the non rounding methods of @code longmath .,,,,,@author louis wasserman,
4,MapPutAllTester.java,"a generic junit test which tests @code putall operations on a map. can t be invoked directly
please see @link com.google.common.collect.testing.maptestsuitebuilder .

@author chris povirk
@author kevin bourrillion",a generic junit test which tests @code putall operations on a map,,,,,"@author chris povirk
@author kevin bourrillion",please see @link com.google.common.collect.testing.maptestsuitebuilder .
4,MapSerializationTester.java,"basic serialization test for maps.

@author louis wasserman",basic serialization test for maps.,,,,,@author louis wasserman,
4,MultimapBuilder.java,"a builder for a multimap implementation that allows customization of the backing map and value
collection implementations used in a particular multimap.

p this can be used to easily configure multimap data structure implementations not provided
explicitly in @code com.google.common.collect , for example

pre @code
listmultimap string, integer treelistmultimap
multimapbuilder.treekeys .arraylistvalues .build
setmultimap integer, myenum hashenummultimap
multimapbuilder.hashkeys .enumsetvalues myenum.class .build
pre

p @code multimapbuilder instances are immutable. invoking a configuration method has no effect
on the receiving instance you must store and use the new builder instance it returns instead.

p the generated multimaps are serializable if the key and value types are serializable, unless
stated otherwise in one of the configuration methods.

@author louis wasserman
@param k0 an upper bound on the key type of the generated multimap.
@param v0 an upper bound on the value type of the generated multimap.
@since 160

leaving k and v as upper bounds rather than the actual key and value types allows type
parameters to be left implicit more often. cachebuilder uses the same technique.

an intermediate stage in a @link multimapbuilder in which the key value collection map
implementation has been specified, but the value collection implementation has not.

@param k0 the upper bound on the key type of the generated multimap.
@since 160

leaving k and v as upper bounds rather than the actual key and value types allows type
parameters to be left implicit more often. cachebuilder uses the same technique.

a specialization of @link multimapbuilder that generates @link listmultimap instances.

@since 160

leaving k and v as upper bounds rather than the actual key and value types allows type
parameters to be left implicit more often. cachebuilder uses the same technique.

a specialization of @link multimapbuilder that generates @link setmultimap instances.

@since 160

leaving k and v as upper bounds rather than the actual key and value types allows type
parameters to be left implicit more often. cachebuilder uses the same technique.

a specialization of @link multimapbuilder that generates @link sortedsetmultimap instances.

@since 160","a builder for a multimap implementation that allows customization of the backing map and value
collection implementations used in a particular multimap.","this can be used to easily configure multimap data structure implementations not provided
explicitly in @code com.google.common.collect ,",,@since 160,"p this can be used to easily configure multimap data structure implementations not provided
explicitly in @code com.google.common.collect , for example

pre @code
listmultimap string, integer treelistmultimap
multimapbuilder.treekeys .arraylistvalues .build
setmultimap integer, myenum hashenummultimap
multimapbuilder.hashkeys .enumsetvalues myenum.class .build
pre

p @code multimapbuilder instances are immutable. invoking a configuration method has no effect
on the receiving instance you must store and use the new builder instance it returns instead.

p the generated multimaps are serializable if the key and value types are serializable, unless
stated otherwise in one of the configuration methods.

@param k0 an upper bound on the key type of the generated multimap.
@param v0 an upper bound on the value type of the generated multimap.

leaving k and v as upper bounds rather than the actual key and value types allows type
parameters to be left implicit more often. cachebuilder uses the same technique.

an intermediate stage in a @link multimapbuilder in which the key value collection map
implementation has been specified, but the value collection implementation has not.

@param k0 the upper bound on the key type of the generated multimap.
@since 160

leaving k and v as upper bounds rather than the actual key and value types allows type
parameters to be left implicit more often. cachebuilder uses the same technique.

a specialization of @link multimapbuilder that generates @link listmultimap instances.",@author louis wasserman,
4,MultimapBuilderTest.java,"tests for @link multimapbuilder .

@author louis wasserman",tests for @link multimapbuilder .,,,,,@author louis wasserman,
4,NullsLastOrdering_CustomFieldSerializer.java,"this class implements the gwt serialization of @link nullslastordering .

@author chris povirk",this class implements the gwt serialization of @link nullslastordering .,,,,,@author chris povirk,
